,hate_speech,clean_tweet
21973,0,This bitch is really gonna sit here and tell me I need a parent w me at the doctors even if I am   uh no
22776,0,Where the bad bitches Huh Where ya hiding Kanye voice
10274,0,I drive by and them bitches waive but girl I can not stop
8376,0,Cancer is a hoe yall pray for the people who have it httptcoXgEQMrZq
17819,0,RT Toxicityy Gwen Stefani is new single is trash her hilary duff britney and fergie have to give it up and go raise your kids and judg
13037,0,My favorite is picslip that is a dumb bitch who just posted a pic and is not sure she should have or not
14889,0,RT DaCoolestLame Yo BCU band made UCF band look like trash
2130,0,Every bitch got a fat ass or she  from it RNS
7116,0,tacalifornia slid bitch
21279,0,Talk about pussy power 
5523,0,angeloGL TommyRussell yall aint gon get a stitch of pussy
23732,0,cut that bitch off
14834,0,RT Curvables Teachers always think they slick bitches be subtweeting you in class and shit
10810,0,I ont care cuz I got hoes Dats rite I got plenty of em
2351,0,ALaQuannD what you laughing at hoe
13264,0,Niccas be gassing hoes they never gone pop  Smh  Prolly never gone meet her WastedEnergy
13357,0,Niggas who talk about pussy the most get the least RT FrancoisKilljoy SOLE quanb BALTsneakerShow what a shine box Glittery pussy
19619,0,RT madijudkins When you look like trash and someone compliments you httptcoFzuXlPCMpV
23504,0,Your name follows the word cunt in the dictionary sooo what is that tell you
22217,0,Told da nicca str up to his face whateva he got goin on I Want InGuess he felt some type of way bout it
5348,1,Saltlife Long story lol but I have missed you faggot
9067,0,Fck dem old hoes No double entree
9560,0,Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling
9332,3,Fucking hate my coon ahh uncle
4892,0,ThatBoyAdo fuckin pussy haha
6923,0,rhythmixx why you gotta hoe me like that
21223,0,Summer is over so all you half naked hoes are gonna have to find a personality now 
23981,0,i hate ah dirty house foul living bitches
11082,0,I wish I could go to dat bitch rt
13013,0,My dad is a bitch
20265,1,RT unclepalacios SheeeRatchet bitch ass nigga square up  httptcoUHkKKwsrDL CaelanG
620,0,Your homeboy looking bad and you giving cash to them hoes
15127,0,RT ErvMontana In the  bitch we prolly hit the same bitch in the  bitch we gone bang the same shit in the  bitch we prollu hit
4228,1,"NYRKelsMads 
Yeah man He even scare me and I is a nigger"
13271,0,Nice base running again by the Yankees Fucking ponderous
8130,0,Boozer so trash
5135,0,WhaleTail what would the note say Stop being a bitch here is some flowers lt gets em everytime
303,0,airmaxlad Hot meat httptcoBRzImkvK sexy as fuck scally lad I would love to meet him and his trainers
3124,0,EmpressTaTa aww man we had a BALL Small lil affair Set that bitch out
2475,0,AreOhhBee bitch see you then then bitch And good luck to you
24131,0,killers do not pillow talk wit dey bitches
19939,0,RT roryscovel Surprising how big of a pussy Hulk is BRAvsCHI
12211,0,Kayci and I greet each other by saying hey cunt like it makes me lol
20992,0,So what if she a hoe in her city If she make you happy move her to Montana and be happy for the rest of yall days
3399,0,Hovaa cracker
13162,0,My worse bitch looks better than your main bitch Now that is bad right there lol
10312,0,I fuck bad bitches to stacy lattisaw why you nigga is balls blue like an avatar
10354,0,I got ass cheeks on my white tee all these hoes keep grindin on me
20190,0,RT tightgripp this bitch just said I hope it snows like hell this summer   now How in the actual FUCK do you expect that to happen
4060,0,McKinseey the grass is greener on the other side of the fence of course it is also a soggy septic field
7418,0,A bitch who can not ride dick is useless
6679,1,michellemcaffey I will show you how much of a fag I am 
24474,0,stupid bitch count to H and get off my phone
8610,0,Damn Charlie Wilson is still around
22001,0,This bitch said Use my titties as a punchin bag lt
14452,0,RT BowDownnBitch Nine times outta ten the bitch using them same unclean brushes on all ten of her clients I can not with you beat faced
15675,0,RT ItsKayven If your girlfriend is taller than you it is her responsibility to take the trash out amp fight off anyone that breaks into you
17968,0,RT Vaeflare Because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings httptcoSeRyxv
22369,1,Ugly bitches know to get out the crib before the sun come up 
22955,0,Wiz need to go back to the yeahhhhhhh bitch OKKKK wiz
10195,0,I do not chase no bitches just chase my dreams
9228,2,Fuck a lame nigga than you a lame bitch
22014,0,This bitch tryna eat peanuts I am tryna eat steak an shit bitch do not know nothing about grindin
5220,0,YesseSmith I was born yellow
9300,0,Fuck with us you know we tweakin hoe
9584,0,Gucci fucked a lot more famous bitches but he the type to not have to speak on itWonder who opened their mouth
4948,0,TheOneMissLuu no he is an asshole amp is like I have neck problems amp can not sleep that way  u lil bitch
6222,0,jaspen I am dumb then a hoe haha I already lost that thing ya gave me today 
20982,0,So some bitch flipped me off for letting her infront of mee Okay
1340,0,JerGucci dev You the Real MVP that is wat ya bitch said when I finished 
1034,0, RT KingHov Fox got dem bitches huh
6826,0,peteyhoti aubreykelson ell naw dogs run this bitch
21278,0,Talk about me behind my back I hate that pussy shit
10534,1,I have no respect for people who cheat that shits just retarded
5451,0,xpriceless naw fuck u bitch and go suck up cartier
20195,0,RT tishforprez that pointy nail game is for da birds
4681,1,ShakiyaTeniece celebrityke she said she aint tricking off on them hoesllsfoolish
8992,0,Every time I fuck I gotta hit me least like two bitches
4320,0,OMGitsBrooke hey hoe
17094,0,RT RichBitxh Highwaisted jeans are not made for everyone bitches be looking horrible
8866,0,Dropped all my hoes hold on let me pick these bitches back up a nigga was sneaking and geekin 
123,0,Frosstyy hrheyd I did not say anything tho kiss me then faggot
2327,1,hippy Bc she is a cunt hoe bag
11482,0,If IamShady did not know I love your coon ass cuz 
10202,0,I do not fuck wit these bitches cuz they think they slick
9970,0,I absolutely love my Shanti regardless what we go through that is my bitch
24661,0,what a little bitch lol
20476,0,Re Alexander Skarsgard my roommate has declared He is a sexy albino lizard i dont know how that is sexy but it kinda is
12572,0,Lol  active RT SherinaVictoria Idgaf about an active hoe as long as she is not fucking my man need to learn how to mind your business
8996,0,Everybody  Everybody everybody Everybody sit yo bitch ass down and listen to this true motherfuckin told by Kendrick lamar rolls crash
23515,0,Yuh bitch voz de mando at ok was the best mf Friday yet 
24524,0,the sassy clerk at the post office was curious why I was getting packages from Japan bitch I am just buyin toys
13424,2,None of us went to these PRESTIGIOUS establishments so we are clearly not as superior as these fucking retards
22395,0,Until you hoes start actually fucking with me then I will give props but until then you HOES trash 
11086,0,I wish I never met that bitch bro on god
2119,0, Yall like sayin money do not buy happiness  but name a niggah sitting in a Lambo crying 
7240,0,usweekly every is so over the bigass bitches
9419,1,Getting niggaz to discuss more than sports hoes and rap music is impressive but SO HARD TO DO
19793,0,RT ohmyev it is crazy if a female cheats it is so wrong she is every type of hoe there is but if a guy cheats there is all these justific
15875,0,RT Juanitaap Lorde  with a Grammy amp bitches  with a std 
13459,0,Not true RT Kimchanel Every man has hoes bye
15584,0,RT IamEvilTebow Any man who orders a  inch sandwich at Subway is a pussy bitch Fact
8276,1,CAIR Publishes a Hit List for Jihadis httptcohvVfXypmHm via RealJTP If you are a red blooded American you may be on the list
18047,0,"RT WeightIifters Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs N"
23729,0,crazy bitch I like the way you ride this dick
15979,0,RT KenDavidoff The Cardinals are MLB is gold standard and there is not even a close silver Dodgers Giants Tigers Yankees httptc
19642,0,RT mavkus Victooreeuhhh nun fucking bitches getting money
10359,0,I got bitches tho That is all I got
22981,0,Work out hoe httptcozOLMGujHK
12252,0,Know that the bad bitch got ittt 
18569,0,RT anitaphilmar Fairy Fun  Losing her wings does not mean there are not other ways to fly asmsg erotica shortstory httptcotLuM
16676,1,RT NoChillScottyD Yall fat bitches with small titties look like Teddy Grahams
8516,0,Confident in one way pussy in another So strange
7848,0,At work but wish I was floating in my  ft on sale at Walmart redneck pool that my husband probably has not cleaned since last weekend
13274,1,Nicki gottem MAD AS FUCK tho However credit due to cassidy for the response he did not diss nicki but killed you lookin ass bitches
1376,0,Leelucas Going dumb on this essay bitch you sad
21710,0,These bitches ai not shit I forgot to mention 
5911,0,efethegoddess The shirt trash  and I am leaving your room a mess 
1246,0,FREDOSANTANA Up making plays can I have my slut bitch girlfriend u always rap about back yet
10462,0,I hate pumpkin flavored items you other white bitches are crazy they are nasty 
20077,0,RT suckdisdpiece I am gonna rock out with my cock out and you are gonna jam out with your clam out
22125,0,This nigguh got somebody contact as Ebola lol
18220,0,"RT ZagOX Your girl hold my dick like a wii controller
Where is your bitch nigga We control her"
10540,0,I have to dress up tomorrow for mock interviews and I still do not know how to tie the tie 
19174,0,RT iHTvvitterHoes I gotta curve these hoes before they have a chance to curve me  httptcoIHqsWjVOG
24446,0,some call me the song bird of my generation
14855,1,RT DETROITSWEETS U gotta be retarded to skip class in college
22063,0,This ignorant bitch on msnbc said police have no training on their weapons SMH
5356,0,TheBlackNerd wyd fag
19479,0,RT kxngtae niggas will cheat on a girl then stalk her and call her a hoe for moving on talking bout she gave up too quick
10938,0,I take full pride in the ass my momma has so blessed me with Now hers is just ridiculous on all levels Her yellow ass got back for years
21399,0,That hoe out there Fat Trel said it best
3099,0,EakaErick I would not share a wave with those trash cans
18381,0,RT LilNiNo RIP  to the hoes dying for attention
9702,0,Have not talked to my bitch in a while lol RynoLewis
21092,0,Sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on
17913,0,RT UFlorida GatorZoneFB It is a birdIt is a planeIt is Jake McGee httptcoWVdLScoDvw
17007,0,RT RachieSoul These hoes ai not loyal
8849,0,Dream job for a pedophile dressing up like mickey mouse and hugging kids all day
3054,2,DonnerKay surlyrevenant An enraged   lb Mike Brown lethal weapon on legsHis hatred  the police amp whitey added fuel  his arsenal
8652,0,Dat bitch mouth made da honor roll
663,2,AZmonsoon lot of rain too bad it was not enough to wash away the teabagger racist white trash in the state Tcot teaparty azflooding
18565,0,RT angelalonz I feel bad for these young girls that are already hoes
3215,1,FunnyPicsDepot he is a greaser
9686,1,Hate when bitches get boyfriends then forget all about you like you was not there before they got together
23899,0,hate when hoes caption shit who is she lol shit is hella cheesy
17584,0,RT TedOfficialPage Your opinion is irrelevant because you are a cunt
5032,2,TreyBizzy I thought you would like him cause of the Chi but yeah he a faggot
12814,0,Me RT OfficialCNote coolin with all my hoes httptcovCMEIsMg
4244,0,Nashgrier purple monkey
3251,0,GetEmCraig you owe two hoe I do not wanna hear shit when I hyu
10017,0,I am a Yankee by birth and lived much of my life in north I see no diff in level of racism frendafox melinwy NoahCRothman
3726,0,JussVinny kkarleigh if he wants bitches tip toein on his marble floors he will 
11844,0,Iont got no type bad bitches is the only thing that I like
22486,0,Watch my Twitter bitch
7097,1,summerdawn NudesAreMyLife omfg that is mine faggot
3606,0,JamieWinn that is energy the City is Electric gotta go to Yankees Stadium When they are winning It is truly electrifying
6345,0,karlinamarie your pussy not mine  do you 
1882,0,riyastunna do not fall in love with a bitch bestadvice
17986,0,RT VibeLord your opinion of me is highly irrelevant bitch
22507,0,We are the only fan base who by and large gives a crap that Rodgers chews his guys out Nobody bitches about this for Brady and Manning
